DESCRIPTION,USERID,USERNAME,USER_PARENT_ID,OPENDATE,ACCOUNT_BLOCK_REASONS,DESCRIPTION,SKIN,ACCOUNTTYPENAME,REALBALANCE,VERIFIEDPLAYER,VERIFIED_BANK_DETAILS,MOBILE_VERIFICATION,BR_ID,BR_NAME
Regular,18415204,vastest518,,2024-12-31 16:20:06,",1290,1020,1291,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,2,1020,NON Verified at registration
Regular,18415204,vastest518,,2024-12-31 16:20:06,",1290,1020,1291,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,2,1291,Missing Copy of Address
Regular,18307400,blondbr24,,2024-12-15 09:09:35,",1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1011,Player/Support Block Promo SMS
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1020,NON Verified at registration
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1012,Player/Support Block Promo Email
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1017,Player/Support Block Promo WEB
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1010,Player/Support Block Promo Phone
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1016,Player/Support Block Promo Post
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1090,CDD Required
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1100,CDD Request
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1019,Connected to 'Bonus Abuser' database
Regular,18325752,oladia_ac,,2024-12-18 09:21:59,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
Regular,18289112,oladia_ii,,2024-12-12 10:25:14,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18289112,oladia_ii,,2024-12-12 10:25:14,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18289112,oladia_ii,,2024-12-12 10:25:14,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1020,NON Verified at registration
Regular,18289112,oladia_ii,,2024-12-12 10:25:14,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18289112,oladia_ii,,2024-12-12 10:25:14,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18289112,oladia_ii,,2024-12-12 10:25:14,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1090,CDD Required
Regular,18289112,oladia_ii,,2024-12-12 10:25:14,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1100,CDD Request
Regular,18289112,oladia_ii,,2024-12-12 10:25:14,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
Regular,18400074,meitPUbr03,,2024-12-29 11:40:45,",1290,1020,1291,1292,1343,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18400074,meitPUbr03,,2024-12-29 11:40:45,",1290,1020,1291,1292,1343,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,1,1020,NON Verified at registration
Regular,18400074,meitPUbr03,,2024-12-29 11:40:45,",1290,1020,1291,1292,1343,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18400074,meitPUbr03,,2024-12-29 11:40:45,",1290,1020,1291,1292,1343,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18400074,meitPUbr03,,2024-12-29 11:40:45,",1290,1020,1291,1292,1343,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18413268,puazbr311201,3588692.0,2024-12-31 06:47:41,",1343,",Additional verification needed,PlayUZU.bet.br,Registered User,0.0,1,0,2,1343,Bank Account Details Required
Regular,18414646,vastest514,,2024-12-31 14:08:23,",1020,1291,1090,1003,1100,1235,",Verification rejected,PlayUZU.bet.br,Practice User,0.0,0,0,2,1020,NON Verified at registration
Regular,18414646,vastest514,,2024-12-31 14:08:23,",1020,1291,1090,1003,1100,1235,",Verification rejected,PlayUZU.bet.br,Practice User,0.0,0,0,2,1291,Missing Copy of Address
Regular,18414646,vastest514,,2024-12-31 14:08:23,",1020,1291,1090,1003,1100,1235,",Verification rejected,PlayUZU.bet.br,Practice User,0.0,0,0,2,1090,CDD Required
Regular,18414646,vastest514,,2024-12-31 14:08:23,",1020,1291,1090,1003,1100,1235,",Verification rejected,PlayUZU.bet.br,Practice User,0.0,0,0,2,1003,EID Failed
Regular,18414646,vastest514,,2024-12-31 14:08:23,",1020,1291,1090,1003,1100,1235,",Verification rejected,PlayUZU.bet.br,Practice User,0.0,0,0,2,1100,CDD Request
Regular,18414646,vastest514,,2024-12-31 14:08:23,",1020,1291,1090,1003,1100,1235,",Verification rejected,PlayUZU.bet.br,Practice User,0.0,0,0,2,1235,Terminated (Permanently Closed Account)
Regular,18246106,vastest498,,2024-12-05 16:43:42,",1020,1292,1343,1290,1291,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1020,NON Verified at registration
Regular,18246106,vastest498,,2024-12-05 16:43:42,",1020,1292,1343,1290,1291,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18246106,vastest498,,2024-12-05 16:43:42,",1020,1292,1343,1290,1291,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18246106,vastest498,,2024-12-05 16:43:42,",1020,1292,1343,1290,1291,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18246106,vastest498,,2024-12-05 16:43:42,",1020,1292,1343,1290,1291,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18246106,vastest498,,2024-12-05 16:43:42,",1020,1292,1343,1290,1291,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1090,CDD Required
Regular,18246106,vastest498,,2024-12-05 16:43:42,",1020,1292,1343,1290,1291,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1100,CDD Request
Regular,18325821,olssdf_sl82,,2024-12-18 09:50:37,",1290,1292,1291,1020,1343,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18325821,olssdf_sl82,,2024-12-18 09:50:37,",1290,1292,1291,1020,1343,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18325821,olssdf_sl82,,2024-12-18 09:50:37,",1290,1292,1291,1020,1343,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18325821,olssdf_sl82,,2024-12-18 09:50:37,",1290,1292,1291,1020,1343,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1020,NON Verified at registration
Regular,18325821,olssdf_sl82,,2024-12-18 09:50:37,",1290,1292,1291,1020,1343,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18325821,olssdf_sl82,,2024-12-18 09:50:37,",1290,1292,1291,1020,1343,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1090,CDD Required
Regular,18325821,olssdf_sl82,,2024-12-18 09:50:37,",1290,1292,1291,1020,1343,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1100,CDD Request
Regular,18325821,olssdf_sl82,,2024-12-18 09:50:37,",1290,1292,1291,1020,1343,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1019,Connected to 'Bonus Abuser' database
Regular,18325821,olssdf_sl82,,2024-12-18 09:50:37,",1290,1292,1291,1020,1343,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
Regular,18413709,puazbr311206,3588830.0,2024-12-31 09:18:13,",1343,",Additional verification needed,PlayUZU.bet.br,Registered User,0.0,1,0,2,1343,Bank Account Details Required
Regular,18319336,dfdfdd,,2024-12-17 09:42:25,",1290,1292,1291,1020,1343,1100,1090,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18319336,dfdfdd,,2024-12-17 09:42:25,",1290,1292,1291,1020,1343,1100,1090,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18319336,dfdfdd,,2024-12-17 09:42:25,",1290,1292,1291,1020,1343,1100,1090,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18319336,dfdfdd,,2024-12-17 09:42:25,",1290,1292,1291,1020,1343,1100,1090,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1020,NON Verified at registration
Regular,18319336,dfdfdd,,2024-12-17 09:42:25,",1290,1292,1291,1020,1343,1100,1090,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18319336,dfdfdd,,2024-12-17 09:42:25,",1290,1292,1291,1020,1343,1100,1090,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1100,CDD Request
Regular,18319336,dfdfdd,,2024-12-17 09:42:25,",1290,1292,1291,1020,1343,1100,1090,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1090,CDD Required
Regular,18319336,dfdfdd,,2024-12-17 09:42:25,",1290,1292,1291,1020,1343,1100,1090,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1019,Connected to 'Bonus Abuser' database
Regular,18413601,puazbr311205,3588772.0,2024-12-31 08:40:46,",1343,",Additional verification needed,PlayUZU.bet.br,Registered User,0.0,1,0,2,1343,Bank Account Details Required
Regular,18307353,blondbr21,,2024-12-15 08:48:50,",1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
